Date,Stream,Reach,Position,Corr_Pos,Bankfull_Width,Wetted_Width,Year,Cascade,Fork
7/9/2024,Bear,Upper,280,1180,1.01,1.01,2024,0,0
7/9/2024,Bear,Upper,270,1170,1.79,1.02,2024,0,1
7/9/2024,Bear,Upper,260,1160,1.7,1.7,2024,0,1
7/9/2024,Bear,Upper,250,1150,1.79,0.84,2024,0,1
7/9/2024,Bear,Upper,240,1140,2.6,2.42,2024,0,1
7/9/2024,Bear,Upper,230,1130,3.63,3.56,2024,0,0
7/9/2024,Bear,Upper,220,1120,2.05,1.64,2024,0,0
7/9/2024,Bear,Upper,210,1110,2.17,1.65,2024,0,0
7/9/2024,Bear,Upper,200,1100,1.67,0.92,2024,0,0
7/9/2024,Bear,Upper,190,1090,2.54,2.18,2024,0,0
7/9/2024,Bear,Upper,180,1080,1.64,1.5,2024,0,0
7/9/2024,Bear,Upper,170,1070,2.97,2.97,2024,0,0
7/9/2024,Bear,Upper,160,1060,4.17,3.47,2024,0,0
7/9/2024,Bear,Upper,150,1050,1.92,1.92,2024,0,0
7/9/2024,Bear,Upper,140,1040,3.78,2.68,2024,0,0
7/9/2024,Bear,Upper,130,1030,1.62,1.45,2024,0,0
7/9/2024,Bear,Upper,120,1020,2.2,1.83,2024,0,0
7/9/2024,Bear,Upper,110,1010,2.59,1.97,2024,0,0
7/9/2024,Bear,Upper,100,1000,2.1,1.61,2024,0,0
7/9/2024,Bear,Upper,90,990,2.72,2.56,2024,0,1
7/9/2024,Bear,Upper,80,980,3.21,1.06,2024,0,0
7/9/2024,Bear,Upper,70,970,2.54,2.39,2024,0,0
7/9/2024,Bear,Upper,60,960,2.35,2.21,2024,0,0
7/9/2024,Bear,Upper,50,950,1.74,1.39,2024,0,0
7/9/2024,Bear,Upper,40,940,1.03,0.87,2024,0,0
7/9/2024,Bear,Upper,30,930,2.01,2.01,2024,0,0
7/9/2024,Bear,Upper,20,920,1.73,1.63,2024,0,0
7/9/2024,Bear,Upper,10,910,2.03,1.5,2024,0,0
7/9/2024,Bear,Upper,0,900,3.15,3.15,2024,0,0
7/16/2024,Bear,Upper,500,1400,1.44,0.24,2024,0,0
7/16/2024,Bear,Upper,490,1390,2.56,2.33,2024,1,0
7/16/2024,Bear,Upper,480,1380,1.55,1.55,2024,0,0
7/16/2024,Bear,Upper,470,1370,2.12,1.71,2024,0,0
7/16/2024,Bear,Upper,460,1360,0.6,0.53,2024,0,0
7/16/2024,Bear,Upper,450,1350,2.41,1.76,2024,0,0
7/16/2024,Bear,Upper,440,1340,1.92,1,2024,0,1
7/16/2024,Bear,Upper,430,1330,2.14,2.14,2024,0,0
7/16/2024,Bear,Upper,420,1320,2.7,0.81,2024,0,0
7/16/2024,Bear,Upper,410,1310,1.21,1.14,2024,0,0
7/16/2024,Bear,Upper,400,1300,2.68,2.16,2024,0,0
7/16/2024,Bear,Upper,390,1290,2.59,1.43,2024,0,0
7/16/2024,Bear,Upper,380,1280,2.45,1.98,2024,0,0
7/16/2024,Bear,Upper,370,1270,1.51,1.25,2024,0,0
7/16/2024,Bear,Upper,360,1260,2.72,1.9,2024,0,0
7/16/2024,Bear,Upper,350,1250,1.29,0.37,2024,0,1
7/16/2024,Bear,Upper,340,1240,1.85,1.85,2024,0,0
7/16/2024,Bear,Upper,330,1230,1.22,1.19,2024,0,0
7/16/2024,Bear,Upper,320,1220,2.55,1.06,2024,0,0
7/16/2024,Bear,Upper,310,1210,0.55,0.55,2024,0,0
7/16/2024,Bear,Upper,300,1200,1.56,1.5,2024,0,0
7/16/2024,Bear,Upper,290,1190,1.22,0.54,2024,0,0
7/16/2024,Bear,Upper,280,1180,1.01,1.01,2024,0,0
7/16/2024,Bear,Upper,270,1170,1.79,0.93,2024,0,1
7/16/2024,Bear,Upper,260,1160,1.7,1.7,2024,0,1
7/16/2024,Bear,Upper,250,1150,1.79,1.03,2024,0,1
7/16/2024,Bear,Upper,240,1140,2.6,2.24,2024,0,1
7/16/2024,Bear,Upper,230,1130,3.63,3.63,2024,0,0
7/16/2024,Bear,Upper,220,1120,2.05,1.6,2024,0,0
7/16/2024,Bear,Upper,210,1110,2.17,1.64,2024,0,0
7/16/2024,Bear,Upper,200,1100,1.67,0.94,2024,0,0
7/16/2024,Bear,Upper,190,1090,2.54,2.28,2024,0,0
7/16/2024,Bear,Upper,180,1080,1.64,1.45,2024,0,0
7/16/2024,Bear,Upper,170,1070,2.97,2.93,2024,0,0
7/16/2024,Bear,Upper,160,1060,4.17,3.55,2024,0,0
7/16/2024,Bear,Upper,150,1050,1.92,1.92,2024,0,0
7/16/2024,Bear,Upper,140,1040,3.78,2.72,2024,0,0
7/16/2024,Bear,Upper,130,1030,1.62,1.51,2024,0,0
7/16/2024,Bear,Upper,120,1020,2.2,1.89,2024,0,0
7/16/2024,Bear,Upper,110,1010,2.59,1.21,2024,0,0
7/16/2024,Bear,Upper,100,1000,2.1,1.64,2024,0,0
7/16/2024,Bear,Upper,90,990,2.72,1.32,2024,0,1
7/16/2024,Bear,Upper,80,980,3.21,1.45,2024,0,0
7/16/2024,Bear,Upper,70,970,2.54,2.54,2024,0,0
7/16/2024,Bear,Upper,60,960,2.35,2.35,2024,0,0
7/16/2024,Bear,Upper,50,950,1.74,1.74,2024,0,0
7/16/2024,Bear,Upper,40,940,1.03,0.92,2024,0,0
7/16/2024,Bear,Upper,30,930,2.01,2.01,2024,0,0
7/16/2024,Bear,Upper,20,920,1.73,1.73,2024,0,0
7/16/2024,Bear,Upper,10,910,2.03,1.81,2024,0,0
7/16/2024,Bear,Upper,0,900,3.15,2.94,2024,0,0
7/23/2024,Bear,Upper,500,1400,1.44,1.44,2024,0,0
7/23/2024,Bear,Upper,490,1390,2.56,2.56,2024,1,0
7/23/2024,Bear,Upper,480,1380,1.55,1.55,2024,0,0
7/23/2024,Bear,Upper,470,1370,2.12,2.12,2024,0,0
7/23/2024,Bear,Upper,460,1360,0.6,0.58,2024,0,0
7/23/2024,Bear,Upper,450,1350,2.41,2.41,2024,0,0
7/23/2024,Bear,Upper,440,1340,1.92,1.29,2024,0,1
7/23/2024,Bear,Upper,430,1330,2.14,2.14,2024,0,0
7/23/2024,Bear,Upper,420,1320,2.7,1.91,2024,0,0
7/23/2024,Bear,Upper,410,1310,1.21,1.21,2024,0,0
7/23/2024,Bear,Upper,400,1300,2.68,2.68,2024,0,0
7/23/2024,Bear,Upper,390,1290,2.59,1.86,2024,0,0
7/23/2024,Bear,Upper,380,1280,2.45,2.4,2024,0,0
7/23/2024,Bear,Upper,370,1270,1.51,1.51,2024,0,0
7/23/2024,Bear,Upper,360,1260,2.72,2.03,2024,0,0
7/23/2024,Bear,Upper,350,1250,1.29,0.3,2024,0,1
7/23/2024,Bear,Upper,340,1240,1.85,1.85,2024,0,0
7/23/2024,Bear,Upper,330,1230,1.22,1.22,2024,0,0
7/23/2024,Bear,Upper,320,1220,2.55,2.55,2024,0,0
7/23/2024,Bear,Upper,310,1210,0.55,0.55,2024,0,0
7/23/2024,Bear,Upper,300,1200,1.56,1.56,2024,0,0
7/23/2024,Bear,Upper,290,1190,1.22,1.22,2024,0,0
7/23/2024,Bear,Upper,280,1180,1.01,1.01,2024,0,0
7/23/2024,Bear,Upper,270,1170,1.79,1.79,2024,0,1
7/23/2024,Bear,Upper,260,1160,1.7,1.7,2024,0,1
7/23/2024,Bear,Upper,250,1150,1.79,1.79,2024,0,1
7/23/2024,Bear,Upper,240,1140,2.6,2.6,2024,0,1
7/23/2024,Bear,Upper,230,1130,3.63,3.63,2024,0,0
7/23/2024,Bear,Upper,220,1120,2.05,2.05,2024,0,0
7/23/2024,Bear,Upper,210,1110,2.17,2.12,2024,0,0
7/23/2024,Bear,Upper,200,1100,1.67,1.67,2024,0,0
7/23/2024,Bear,Upper,190,1090,2.54,2.54,2024,0,0
7/23/2024,Bear,Upper,180,1080,1.64,1.64,2024,0,0
7/23/2024,Bear,Upper,170,1070,2.97,2.97,2024,0,0
7/23/2024,Bear,Upper,160,1060,4.17,3.88,2024,0,0
7/23/2024,Bear,Upper,150,1050,1.92,1.92,2024,0,0
7/23/2024,Bear,Upper,140,1040,3.78,3.78,2024,0,0
7/23/2024,Bear,Upper,130,1030,1.62,1.62,2024,0,0
7/23/2024,Bear,Upper,120,1020,2.2,2.2,2024,0,0
7/23/2024,Bear,Upper,110,1010,2.59,2.5,2024,0,0
7/23/2024,Bear,Upper,100,1000,2.1,2.1,2024,0,0
7/23/2024,Bear,Upper,90,990,2.72,2.72,2024,0,1
7/23/2024,Bear,Upper,80,980,3.21,2.62,2024,0,0
7/23/2024,Bear,Upper,70,970,2.54,2.54,2024,0,0
7/23/2024,Bear,Upper,60,960,2.35,2.35,2024,0,0
7/23/2024,Bear,Upper,50,950,1.74,1.74,2024,0,0
7/23/2024,Bear,Upper,40,940,1.03,1.03,2024,0,0
7/23/2024,Bear,Upper,30,930,2.01,2.01,2024,0,0
7/23/2024,Bear,Upper,20,920,1.73,1.73,2024,0,0
7/23/2024,Bear,Upper,10,910,2.03,2.03,2024,0,0
7/23/2024,Bear,Upper,0,900,3.15,3.15,2024,0,0
7/30/2024,Bear,Upper,500,1400,1.44,1.37,2024,0,0
7/30/2024,Bear,Upper,490,1390,2.56,2.47,2024,1,0
7/30/2024,Bear,Upper,480,1380,1.55,1.55,2024,0,0
7/30/2024,Bear,Upper,470,1370,2.12,2.12,2024,0,0
7/30/2024,Bear,Upper,460,1360,0.6,0.57,2024,0,0
7/30/2024,Bear,Upper,450,1350,2.41,2.11,2024,0,0
7/30/2024,Bear,Upper,440,1340,1.92,1.08,2024,0,1
7/30/2024,Bear,Upper,430,1330,2.14,2.14,2024,0,0
7/30/2024,Bear,Upper,420,1320,2.7,1.36,2024,0,0
7/30/2024,Bear,Upper,410,1310,1.21,1.21,2024,0,0
7/30/2024,Bear,Upper,400,1300,2.68,2.68,2024,0,0
7/30/2024,Bear,Upper,390,1290,2.59,1.8,2024,0,0
7/30/2024,Bear,Upper,380,1280,2.45,2.45,2024,0,0
7/30/2024,Bear,Upper,370,1270,1.51,1.51,2024,0,0
7/30/2024,Bear,Upper,360,1260,2.72,1.94,2024,0,0
7/30/2024,Bear,Upper,350,1250,1.29,0.98,2024,0,1
7/30/2024,Bear,Upper,340,1240,1.85,1.85,2024,0,0
7/30/2024,Bear,Upper,330,1230,1.22,1.22,2024,0,0
7/30/2024,Bear,Upper,320,1220,2.55,2.3,2024,0,0
7/30/2024,Bear,Upper,310,1210,0.55,0.55,2024,0,0
7/30/2024,Bear,Upper,300,1200,1.56,1.56,2024,0,0
7/30/2024,Bear,Upper,290,1190,1.22,0.9,2024,0,0
7/30/2024,Bear,Upper,280,1180,1.01,1.01,2024,0,0
7/30/2024,Bear,Upper,270,1170,1.79,1.44,2024,0,1
7/30/2024,Bear,Upper,260,1160,1.7,1.7,2024,0,1
7/30/2024,Bear,Upper,250,1150,1.79,1.79,2024,0,1
7/30/2024,Bear,Upper,240,1140,2.6,2.6,2024,0,1
7/30/2024,Bear,Upper,230,1130,3.63,3.63,2024,0,0
7/30/2024,Bear,Upper,220,1120,2.05,2.05,2024,0,0
7/30/2024,Bear,Upper,210,1110,2.17,1.95,2024,0,0
7/30/2024,Bear,Upper,200,1100,1.67,1.67,2024,0,0
7/30/2024,Bear,Upper,190,1090,2.54,2.54,2024,0,0
7/30/2024,Bear,Upper,180,1080,1.64,1.64,2024,0,0
7/30/2024,Bear,Upper,170,1070,2.97,2.97,2024,0,0
7/30/2024,Bear,Upper,160,1060,4.17,3.72,2024,0,0
7/30/2024,Bear,Upper,150,1050,1.92,1.92,2024,0,0
7/30/2024,Bear,Upper,140,1040,3.78,3.78,2024,0,0
7/30/2024,Bear,Upper,130,1030,1.62,1.62,2024,0,0
7/30/2024,Bear,Upper,120,1020,2.2,2.2,2024,0,0
7/30/2024,Bear,Upper,110,1010,2.59,2.22,2024,0,0
7/30/2024,Bear,Upper,100,1000,2.1,2.02,2024,0,0
7/30/2024,Bear,Upper,90,990,2.72,1.49,2024,0,1
7/30/2024,Bear,Upper,80,980,3.21,2.5,2024,0,0
7/30/2024,Bear,Upper,70,970,2.54,2.54,2024,0,0
7/30/2024,Bear,Upper,60,960,2.35,2.35,2024,0,0
7/30/2024,Bear,Upper,50,950,1.74,1.74,2024,0,0
7/30/2024,Bear,Upper,40,940,1.03,1.03,2024,0,0
7/30/2024,Bear,Upper,30,930,2.01,2.01,2024,0,0
7/30/2024,Bear,Upper,20,920,1.73,1.73,2024,0,0
7/30/2024,Bear,Upper,10,910,2.03,2.03,2024,0,0
7/30/2024,Bear,Upper,0,900,3.15,3.15,2024,0,0
8/6/2024,Bear,Upper,500,1400,1.44,1.44,2024,0,0
8/6/2024,Bear,Upper,490,1390,2.56,2.56,2024,1,0
8/6/2024,Bear,Upper,480,1380,1.55,1.55,2024,0,0
8/6/2024,Bear,Upper,470,1370,2.12,2.12,2024,0,0
8/6/2024,Bear,Upper,460,1360,0.6,0.6,2024,0,0
8/6/2024,Bear,Upper,450,1350,2.41,2.19,2024,0,0
8/6/2024,Bear,Upper,440,1340,1.92,1.31,2024,0,1
8/6/2024,Bear,Upper,430,1330,2.14,2.14,2024,0,0
8/6/2024,Bear,Upper,420,1320,2.7,1.77,2024,0,0
8/6/2024,Bear,Upper,410,1310,1.21,1.21,2024,0,0
8/6/2024,Bear,Upper,400,1300,2.68,2.68,2024,0,0
8/6/2024,Bear,Upper,390,1290,2.59,1.85,2024,0,0
8/6/2024,Bear,Upper,380,1280,2.45,2.33,2024,0,0
8/6/2024,Bear,Upper,370,1270,1.51,1.51,2024,0,0
8/6/2024,Bear,Upper,360,1260,2.72,2.01,2024,0,0
8/6/2024,Bear,Upper,350,1250,1.29,0.37,2024,0,1
8/6/2024,Bear,Upper,340,1240,1.85,1.85,2024,0,0
8/6/2024,Bear,Upper,330,1230,1.22,1.22,2024,0,0
8/6/2024,Bear,Upper,320,1220,2.55,2.55,2024,0,0
8/6/2024,Bear,Upper,310,1210,0.55,0.55,2024,0,0
8/6/2024,Bear,Upper,300,1200,1.56,1.56,2024,0,0
8/6/2024,Bear,Upper,290,1190,1.22,1.22,2024,0,0
8/6/2024,Bear,Upper,280,1180,1.01,1.01,2024,0,0
8/6/2024,Bear,Upper,270,1170,1.79,1.51,2024,0,1
8/6/2024,Bear,Upper,260,1160,1.7,1.7,2024,0,1
8/6/2024,Bear,Upper,250,1150,1.79,1.79,2024,0,1
8/6/2024,Bear,Upper,240,1140,2.6,2.6,2024,0,1
8/6/2024,Bear,Upper,230,1130,3.63,3.63,2024,0,0
8/6/2024,Bear,Upper,220,1120,2.05,2.05,2024,0,0
8/6/2024,Bear,Upper,210,1110,2.17,2,2024,0,0
8/6/2024,Bear,Upper,200,1100,1.67,1.67,2024,0,0
8/6/2024,Bear,Upper,190,1090,2.54,2.54,2024,0,0
8/6/2024,Bear,Upper,180,1080,1.64,1.64,2024,0,0
8/6/2024,Bear,Upper,170,1070,2.97,2.97,2024,0,0
8/6/2024,Bear,Upper,160,1060,4.17,3.84,2024,0,0
8/6/2024,Bear,Upper,150,1050,1.92,1.92,2024,0,0
8/6/2024,Bear,Upper,140,1040,3.78,3.78,2024,0,0
8/6/2024,Bear,Upper,130,1030,1.62,1.62,2024,0,0
8/6/2024,Bear,Upper,120,1020,2.2,2.2,2024,0,0
8/6/2024,Bear,Upper,110,1010,2.59,2.41,2024,0,0
8/6/2024,Bear,Upper,100,1000,2.1,2.1,2024,0,0
8/6/2024,Bear,Upper,90,990,2.72,1.9,2024,0,1
8/6/2024,Bear,Upper,80,980,3.21,2.67,2024,0,0
8/6/2024,Bear,Upper,70,970,2.54,2.46,2024,0,0
8/6/2024,Bear,Upper,60,960,2.35,2.35,2024,0,0
8/6/2024,Bear,Upper,50,950,1.74,1.74,2024,0,0
8/6/2024,Bear,Upper,40,940,1.03,1.03,2024,0,0
8/6/2024,Bear,Upper,30,930,2.01,2.01,2024,0,0
8/6/2024,Bear,Upper,20,920,1.73,1.73,2024,0,0
8/6/2024,Bear,Upper,10,910,2.03,2.03,2024,0,0
8/6/2024,Bear,Upper,0,900,3.15,3.15,2024,0,0
8/13/2024,Bear,Upper,500,1400,1.44,1.44,2024,0,0
8/13/2024,Bear,Upper,490,1390,2.56,2.4,2024,1,0
8/13/2024,Bear,Upper,480,1380,1.55,1.47,2024,0,0
8/13/2024,Bear,Upper,470,1370,2.12,2.12,2024,0,0
8/13/2024,Bear,Upper,460,1360,0.6,0.6,2024,0,0
8/13/2024,Bear,Upper,450,1350,2.41,1.69,2024,0,0
8/13/2024,Bear,Upper,440,1340,1.92,0.93,2024,0,1
8/13/2024,Bear,Upper,430,1330,2.14,2.14,2024,0,0
8/13/2024,Bear,Upper,420,1320,2.7,1.7,2024,0,0
8/13/2024,Bear,Upper,410,1310,1.21,1.21,2024,0,0
8/13/2024,Bear,Upper,400,1300,2.68,2.68,2024,0,0
8/13/2024,Bear,Upper,390,1290,2.59,1.71,2024,0,0
8/13/2024,Bear,Upper,380,1280,2.45,2.22,2024,0,0
8/13/2024,Bear,Upper,370,1270,1.51,1.51,2024,0,0
8/13/2024,Bear,Upper,360,1260,2.72,1.98,2024,0,0
8/13/2024,Bear,Upper,350,1250,1.29,1,2024,0,1
8/13/2024,Bear,Upper,340,1240,1.85,1.78,2024,0,0
8/13/2024,Bear,Upper,330,1230,1.22,1.05,2024,0,0
8/13/2024,Bear,Upper,320,1220,2.55,2.55,2024,0,0
8/13/2024,Bear,Upper,310,1210,0.55,0.55,2024,0,0
8/13/2024,Bear,Upper,300,1200,1.56,1.56,2024,0,0
8/13/2024,Bear,Upper,290,1190,1.22,1.22,2024,0,0
8/13/2024,Bear,Upper,280,1180,1.01,1.01,2024,0,0
8/13/2024,Bear,Upper,270,1170,1.79,1.48,2024,0,1
8/13/2024,Bear,Upper,260,1160,1.7,1.7,2024,0,1
8/13/2024,Bear,Upper,250,1150,1.79,1.79,2024,0,1
8/13/2024,Bear,Upper,240,1140,2.6,2.6,2024,0,1
8/13/2024,Bear,Upper,230,1130,3.63,3.63,2024,0,0
8/13/2024,Bear,Upper,220,1120,2.05,1.8,2024,0,0
8/13/2024,Bear,Upper,210,1110,2.17,2.17,2024,0,0
8/13/2024,Bear,Upper,200,1100,1.67,1.67,2024,0,0
8/13/2024,Bear,Upper,190,1090,2.54,2.37,2024,0,0
8/13/2024,Bear,Upper,180,1080,1.64,1.64,2024,0,0
8/13/2024,Bear,Upper,170,1070,2.97,2.97,2024,0,0
8/13/2024,Bear,Upper,160,1060,4.17,3.5,2024,0,0
8/13/2024,Bear,Upper,150,1050,1.92,1.92,2024,0,0
8/13/2024,Bear,Upper,140,1040,3.78,3.64,2024,0,0
8/13/2024,Bear,Upper,130,1030,1.62,1.62,2024,0,0
8/13/2024,Bear,Upper,120,1020,2.2,2.2,2024,0,0
8/13/2024,Bear,Upper,110,1010,2.59,2.2,2024,0,0
8/13/2024,Bear,Upper,100,1000,2.1,1.84,2024,0,0
8/13/2024,Bear,Upper,90,990,2.72,2.56,2024,0,1
8/13/2024,Bear,Upper,80,980,3.21,1.52,2024,0,0
8/13/2024,Bear,Upper,70,970,2.54,2.54,2024,0,0
8/13/2024,Bear,Upper,60,960,2.35,2.35,2024,0,0
8/13/2024,Bear,Upper,50,950,1.74,1.74,2024,0,0
8/13/2024,Bear,Upper,40,940,1.03,1.03,2024,0,0
8/13/2024,Bear,Upper,30,930,2.01,2.01,2024,0,0
8/13/2024,Bear,Upper,20,920,1.73,1.73,2024,0,0
8/13/2024,Bear,Upper,10,910,2.03,2.03,2024,0,0
8/13/2024,Bear,Upper,0,900,3.15,3.15,2024,0,0
6/11/2024,Paradise,Lower,500,500,2.51,2.51,2024,0,0
6/11/2024,Paradise,Lower,490,490,4.81,4.81,2024,1,0
6/11/2024,Paradise,Lower,480,480,7.9,7.9,2024,1,0
6/11/2024,Paradise,Lower,470,470,4.23,4.23,2024,1,0
6/11/2024,Paradise,Lower,460,460,4.83,4.83,2024,1,0
6/11/2024,Paradise,Lower,450,450,4.71,4.71,2024,0,0
6/11/2024,Paradise,Lower,440,440,4.54,4.54,2024,0,0
6/11/2024,Paradise,Lower,430,430,3.03,3.03,2024,0,0
6/11/2024,Paradise,Lower,420,420,4.5,4.5,2024,0,0
6/11/2024,Paradise,Lower,410,410,4.59,4.59,2024,0,0
6/11/2024,Paradise,Lower,400,400,4.82,4.82,2024,0,0
6/11/2024,Paradise,Lower,390,390,4.45,4.45,2024,0,0
6/11/2024,Paradise,Lower,380,380,5.08,5.08,2024,0,0
6/11/2024,Paradise,Lower,370,370,4.44,4.44,2024,0,0
6/11/2024,Paradise,Lower,360,360,2.02,2.02,2024,0,0
6/11/2024,Paradise,Lower,350,350,4.3,4.3,2024,0,0
6/11/2024,Paradise,Lower,340,340,3.72,2.92,2024,0,1
6/11/2024,Paradise,Lower,330,330,3.37,3.37,2024,0,1
6/11/2024,Paradise,Lower,320,320,5.32,4.99,2024,0,0
6/11/2024,Paradise,Lower,310,310,3.75,3.32,2024,0,0
6/11/2024,Paradise,Lower,300,300,3.05,3.05,2024,0,1
6/11/2024,Paradise,Lower,290,290,6.26,6.26,2024,0,0
6/11/2024,Paradise,Lower,280,280,3.81,3.81,2024,0,0
6/11/2024,Paradise,Lower,270,270,3.53,3.53,2024,0,0
6/11/2024,Paradise,Lower,260,260,2.98,2.98,2024,0,0
6/11/2024,Paradise,Lower,250,250,4.64,4.64,2024,0,0
6/11/2024,Paradise,Lower,240,240,3.61,2.22,2024,0,0
6/11/2024,Paradise,Lower,230,230,2.96,2.96,2024,0,1
6/11/2024,Paradise,Lower,220,220,3.37,3.37,2024,0,1
6/11/2024,Paradise,Lower,210,210,3.32,2.7,2024,0,0
6/11/2024,Paradise,Lower,200,200,2.46,2.46,2024,0,0
6/11/2024,Paradise,Lower,190,190,4.6,4.6,2024,0,0
6/11/2024,Paradise,Lower,180,180,1.73,1.35,2024,0,1
6/11/2024,Paradise,Lower,170,170,4.56,4.56,2024,0,0
6/11/2024,Paradise,Lower,160,160,6.32,6.32,2024,0,0
6/11/2024,Paradise,Lower,150,150,3.6,3.6,2024,0,0
6/11/2024,Paradise,Lower,140,140,3.97,3.97,2024,0,0
6/11/2024,Paradise,Lower,130,130,2.56,2.56,2024,0,0
6/11/2024,Paradise,Lower,120,120,4.25,3.19,2024,0,0
6/11/2024,Paradise,Lower,110,110,5.02,2.34,2024,0,0
6/11/2024,Paradise,Lower,100,100,4.84,3.02,2024,0,0
6/11/2024,Paradise,Lower,90,90,3.08,3.08,2024,0,0
6/11/2024,Paradise,Lower,80,80,3.71,3.15,2024,0,0
6/11/2024,Paradise,Lower,70,70,4.58,4.58,2024,0,0
6/11/2024,Paradise,Lower,60,60,5.86,4.79,2024,0,0
6/11/2024,Paradise,Lower,50,50,2.9,2.9,2024,0,0
6/11/2024,Paradise,Lower,40,40,4.29,2.49,2024,0,0
6/11/2024,Paradise,Lower,30,30,3.18,2.84,2024,0,0
6/11/2024,Paradise,Lower,20,20,4.58,4.58,2024,0,0
6/11/2024,Paradise,Lower,10,10,2.46,1.42,2024,0,1
6/11/2024,Paradise,Lower,0,0,3.15,3.15,2024,0,0
6/20/2024,Paradise,Lower,500,500,2.51,2.51,2024,0,0
6/20/2024,Paradise,Lower,490,490,4.81,4.81,2024,1,0
6/20/2024,Paradise,Lower,480,480,7.9,7.9,2024,1,0
6/20/2024,Paradise,Lower,470,470,4.23,3.24,2024,1,0
6/20/2024,Paradise,Lower,460,460,4.83,4.83,2024,1,0
6/20/2024,Paradise,Lower,450,450,4.71,4.71,2024,0,0
6/20/2024,Paradise,Lower,440,440,4.54,3.67,2024,0,0
6/20/2024,Paradise,Lower,430,430,3.03,3.03,2024,0,0
6/20/2024,Paradise,Lower,420,420,4.5,3.59,2024,0,0
6/20/2024,Paradise,Lower,410,410,4.59,4.59,2024,0,0
6/20/2024,Paradise,Lower,400,400,4.82,4.82,2024,0,0
6/20/2024,Paradise,Lower,390,390,4.45,4.45,2024,0,0
6/20/2024,Paradise,Lower,380,380,5.08,5.08,2024,0,0
6/20/2024,Paradise,Lower,370,370,4.44,1.86,2024,0,0
6/20/2024,Paradise,Lower,360,360,2.02,1.04,2024,0,0
6/20/2024,Paradise,Lower,350,350,4.3,4.3,2024,0,0
6/20/2024,Paradise,Lower,340,340,3.72,2.74,2024,0,1
6/20/2024,Paradise,Lower,330,330,3.37,2.32,2024,0,1
6/20/2024,Paradise,Lower,320,320,5.32,3.33,2024,0,0
6/20/2024,Paradise,Lower,310,310,3.75,2.95,2024,0,0
6/20/2024,Paradise,Lower,300,300,3.05,2.24,2024,0,1
6/20/2024,Paradise,Lower,290,290,6.26,5.67,2024,0,0
6/20/2024,Paradise,Lower,280,280,3.81,3.81,2024,0,0
6/20/2024,Paradise,Lower,270,270,3.53,3.53,2024,0,0
6/20/2024,Paradise,Lower,260,260,2.98,2.98,2024,0,0
6/20/2024,Paradise,Lower,250,250,4.64,3.24,2024,0,0
6/20/2024,Paradise,Lower,240,240,3.61,1.9,2024,0,0
6/20/2024,Paradise,Lower,230,230,2.96,1.06,2024,0,1
6/20/2024,Paradise,Lower,220,220,3.37,3.37,2024,0,1
6/20/2024,Paradise,Lower,210,210,3.32,1.78,2024,0,0
6/20/2024,Paradise,Lower,200,200,2.46,1.94,2024,0,0
6/20/2024,Paradise,Lower,190,190,4.6,3.29,2024,0,0
6/20/2024,Paradise,Lower,180,180,1.73,0.66,2024,0,1
6/20/2024,Paradise,Lower,170,170,4.56,4.56,2024,0,0
6/20/2024,Paradise,Lower,160,160,6.32,4.87,2024,0,0
6/20/2024,Paradise,Lower,150,150,3.6,3.6,2024,0,0
6/20/2024,Paradise,Lower,140,140,3.97,3.97,2024,0,0
6/20/2024,Paradise,Lower,130,130,2.56,2.56,2024,0,0
6/20/2024,Paradise,Lower,120,120,4.25,2.8,2024,0,0
6/20/2024,Paradise,Lower,110,110,5.02,2.25,2024,0,0
6/20/2024,Paradise,Lower,100,100,4.84,2.52,2024,0,0
6/20/2024,Paradise,Lower,90,90,3.08,3.08,2024,0,0
6/20/2024,Paradise,Lower,80,80,3.71,3.71,2024,0,0
6/20/2024,Paradise,Lower,70,70,4.58,3.5,2024,0,0
6/20/2024,Paradise,Lower,60,60,5.86,2.43,2024,0,0
6/20/2024,Paradise,Lower,50,50,2.9,2.9,2024,0,0
6/20/2024,Paradise,Lower,40,40,4.29,2.16,2024,0,0
6/20/2024,Paradise,Lower,30,30,3.18,2.42,2024,0,0
6/20/2024,Paradise,Lower,20,20,4.58,4.58,2024,0,0
6/20/2024,Paradise,Lower,10,10,2.46,2.46,2024,0,1
6/20/2024,Paradise,Lower,0,0,3.15,3.15,2024,0,0
6/25/2024,Paradise,Lower,500,500,2.51,2.51,2024,0,0
6/25/2024,Paradise,Lower,490,490,4.81,4.81,2024,1,0
6/25/2024,Paradise,Lower,480,480,7.9,7.9,2024,1,0
6/25/2024,Paradise,Lower,470,470,4.23,4.23,2024,1,0
6/25/2024,Paradise,Lower,460,460,4.83,4.83,2024,1,0
6/25/2024,Paradise,Lower,450,450,4.71,4.71,2024,0,0
6/25/2024,Paradise,Lower,440,440,4.54,4.54,2024,0,0
6/25/2024,Paradise,Lower,430,430,3.03,3.03,2024,0,0
6/25/2024,Paradise,Lower,420,420,4.5,4.5,2024,0,0
6/25/2024,Paradise,Lower,410,410,4.59,4.59,2024,0,0
6/25/2024,Paradise,Lower,400,400,4.82,4.52,2024,0,0
6/25/2024,Paradise,Lower,390,390,4.45,4.45,2024,0,0
6/25/2024,Paradise,Lower,380,380,5.08,5.08,2024,0,0
6/25/2024,Paradise,Lower,370,370,4.44,4.4,2024,0,0
